ProductName,Brand,SellingPrice,ShippingWeight_lbs,SiteDescription,MainImageURL,AdditionalImageURL,AdditionalImageURL1,AdditionalImageURL2,AdditionalImageURL3,CaliforniaProp65WarningText,SmallPartsWarningCode,CountryofOrigin_Textiles,KeyFeatures,KeyFeatures1,KeyFeatures2,MSRP,ManufacturerName,ManufacturerPartNumber,ModelNumber,CountPerPack,TotalCount,NumberofPieces,Color,ColorCategory,Size,Pattern,Material,HomeDecorStyle,Collection,BedSize,BedPillowSize,BedStyle,MattressFirmness,ThreadCount,Theme,MonogramLetter,FillMaterial,FabricMaterialName,FabricMaterialPercentage,FabricCareInstructions,MeasureUnit,Occasion,IsSet,Character,SportsLeague,SportsTeam,Athlete,Shape,AdditionalFeatures,BrandLicense,Gender,AgeGroup,WarrantyText,WarrantyURL,AdditionalProductAttributeName,AdditionalProductAttributeValue
"GRILL HEAT AID BBQ Gloves Heat Resistant 1,472℉ Extreme. Dexterity in Kitchen to Handle Cooking Hot Food in Oven, Cast Iron, Pizza, Baking, Barbecue, Smoker & Camping. Fireproof Use for Men & Women","Grill Heat Aid","$30.39","undefined","","","undefined","","","","","","undefined","Extreme heat resistant gloves, Cut resistant, Indoor & outdoor use, High grade heat resistance, Stretchable","","","","","","","","","2","Full Black","","One Size","","Silicone, Aramid Fiber","","","","","","","","","","Cotton","","","Machine Wash","","","","","","","","Hand","","","","","","","",""
